이름,id,연도,팀명,평균자책점,경기,완투,완봉,승리,패배,세이브,홀드,승률,타자수,이닝,피안타,피홈런,볼넷,사구,삼진,실점,자책점,생년월일
박명환,96251,2014,NC,7.20,5,0,0,0,2,0,0,0.000,31,5,7,1,8,1,7,5,4,1977-06-07
박명환,96251,2015,NC,4.85,11,0,0,1,1,0,0,0.500,118,26,36,6,5,3,15,14,14,1977-06-07
양윤기,96330,1993,태평양,0.00,2,0,0,0,0,0,0,-,15,3 2/3,2,0,1,0,7,0,0,1974-05-22
양윤기,96330,1996,현대,0.00,1,0,0,0,0,0,0,-,7,1,0,0,2,0,1,3,0,1974-05-22
한명윤,96252,1996,OB,5.28,24,0,0,0,0,0,0,-,60,15 1/3,11,0,8,1,11,10,9,1977-09-06
한명윤,96252,1997,OB,3.72,20,0,0,1,0,0,0,1.000,48,9 2/3,13,0,8,1,2,4,4,1977-09-06
한명윤,96252,1998,OB,0.00,6,0,0,0,0,0,0,-,10,2 1/3,1,0,2,0,1,0,0,1977-09-06
설종진,96340,1997,현대,0.00,2,0,0,0,0,0,0,-,8,2,1,0,1,0,1,0,0,1973-06-16
설종진,96340,1999,현대,40.50,2,0,0,0,0,0,0,-,5,2/3,1,0,1,1,0,3,3,1973-06-16
설종진,96340,2000,현대,0.00,1,0,0,0,0,0,0,-,3,2/3,1,0,0,0,0,0,0,1973-06-16
최원호,96345,1996,현대,3.45,12,0,0,0,0,0,0,-,72,15 2/3,16,1,8,1,4,10,6,1973-03-13
최원호,96345,1997,현대,4.46,37,0,0,4,5,1,0,0.444,354,78 2/3,85,10,41,8,40,46,39,1973-03-13
최원호,96345,1998,현대,3.04,39,1,1,10,5,1,0,0.667,633,151,118,16,77,5,112,53,51,1973-03-13
최원호,96345,1999,현대,6.62,35,0,0,6,10,0,0,0.375,574,123 2/3,159,21,58,9,80,98,91,1973-03-13
최원호,96345,2000,LG,5.47,19,0,0,2,6,1,1,0.250,338,77 1/3,69,7,44,7,47,51,47,1973-03-13
최원호,96345,2001,LG,-,1,0,0,0,1,0,0,0.000,2,0,1,1,1,0,0,2,2,1973-03-13
최원호,96345,2002,LG,4.41,31,0,0,6,11,0,0,0.353,597,138 2/3,127,19,61,17,53,70,68,1973-03-13
최원호,96345,2003,LG,4.48,19,0,0,4,3,0,1,0.571,344,76 1/3,100,8,24,4,40,42,38,1973-03-13
최원호,96345,2004,LG,4.75,27,0,0,8,7,0,0,0.533,438,96 2/3,114,9,40,6,64,55,51,1973-03-13
최원호,96345,2005,LG,4.07,27,0,0,13,6,0,0,0.684,704,163 2/3,153,17,60,15,106,79,74,1973-03-13
최원호,96345,2006,LG,4.29,15,0,0,3,5,0,0,0.375,368,84,88,4,35,5,48,41,40,1973-03-13
최원호,96345,2007,LG,4.67,26,0,0,7,7,0,1,0.500,479,108,111,7,59,8,58,61,56,1973-03-13
최원호,96345,2008,LG,5.90,11,0,0,1,5,0,0,0.167,185,39 2/3,50,4,19,1,14,27,26,1973-03-13
최원호,96345,2009,LG,5.63,10,0,0,3,2,0,0,0.600,215,48,52,7,23,4,28,31,30,1973-03-13
전병호,96411,1996,삼성,2.65,39,0,0,4,7,0,0,0.364,466,108 2/3,89,5,59,10,87,35,32,1973-03-23
전병호,96411,1997,삼성,4.93,35,3,1,10,8,0,0,0.556,590,131 1/3,138,14,65,10,76,81,72,1973-03-23
전병호,96411,1998,삼성,5.34,47,0,0,6,4,1,0,0.600,389,87 2/3,86,17,48,1,64,57,52,1973-03-23
전병호,96411,1999,삼성,5.68,44,0,0,3,2,0,0,0.600,328,71 1/3,90,11,27,1,39,49,45,1973-03-23
전병호,96411,2001,삼성,4.95,34,0,0,3,1,1,1,0.750,184,40,46,5,20,0,15,24,22,1973-03-23
전병호,96411,2002,삼성,3.88,43,0,0,3,0,2,4,1.000,267,62 2/3,71,10,13,6,35,30,27,1973-03-23
전병호,96411,2003,삼성,5.03,45,0,0,8,4,1,6,0.667,439,102,110,13,37,2,54,59,57,1973-03-23
전병호,96411,2004,삼성,4.20,21,0,0,5,2,0,2,0.714,260,60,60,9,23,2,34,31,28,1973-03-23
전병호,96411,2005,삼성,4.39,29,0,0,6,5,0,0,0.545,452,104 2/3,110,16,31,3,51,60,51,1973-03-23
전병호,96411,2006,삼성,3.90,35,0,0,10,8,0,2,0.556,584,134,146,10,47,5,65,69,58,1973-03-23
전병호,96411,2007,삼성,4.06,32,0,0,8,8,0,2,0.500,582,137 1/3,148,11,41,4,39,71,62,1973-03-23
전병호,96411,2008,삼성,4.99,27,0,0,6,6,0,0,0.500,367,83,104,6,31,2,20,49,46,1973-03-23
최재호,96447,1996,삼성,4.84,35,1,1,9,5,5,0,0.643,568,126 1/3,125,9,76,10,66,73,68,1973-03-27
최재호,96447,1997,삼성,3.76,33,0,0,2,3,3,0,0.400,337,76 2/3,81,8,32,3,51,36,32,1973-03-27
최재호,96447,1998,삼성,3.43,30,0,0,2,2,1,0,0.500,260,63,60,6,22,4,38,27,24,1973-03-27
최재호,96447,2000,삼성,6.16,25,0,0,0,2,0,0,0.000,177,38,51,6,14,3,18,26,26,1973-03-27
박태순,96426,1996,삼성,10.38,4,0,0,0,0,0,0,-,26,4 1/3,10,0,2,0,3,7,5,1974-02-08
박태순,96426,1997,삼성,7.97,8,0,0,1,3,0,0,0.250,98,20 1/3,25,3,14,3,22,19,18,1974-02-08
박태순,96426,1998,삼성,3.38,3,0,0,0,0,0,0,-,47,10 2/3,12,3,4,0,8,4,4,1974-02-08
박태순,96426,1999,한화,19.64,2,0,0,0,0,0,0,-,44,7 1/3,19,4,4,0,2,16,16,1974-02-08
정현욱,96462,1998,삼성,4.70,5,0,0,1,0,0,0,1.000,32,7 2/3,6,3,5,1,2,4,4,1978-12-02
정현욱,96462,1999,삼성,5.03,25,0,0,3,7,0,0,0.300,342,78 2/3,80,12,29,3,56,54,44,1978-12-02
정현욱,96462,2000,삼성,3.60,2,0,0,0,0,0,0,-,24,5,6,1,2,1,2,6,2,1978-12-02
정현욱,96462,2002,삼성,4.00,20,0,0,1,1,0,0,0.500,153,36,32,2,16,2,34,20,16,1978-12-02
정현욱,96462,2003,삼성,4.59,43,0,0,4,5,1,3,0.444,373,86 1/3,91,6,32,2,77,47,44,1978-12-02
정현욱,96462,2004,삼성,3.36,27,0,0,4,5,0,1,0.444,370,85 2/3,81,8,38,4,67,41,32,1978-12-02
정현욱,96462,2007,삼성,5.52,11,0,0,0,1,1,0,0.000,69,14 2/3,15,3,9,2,6,10,9,1978-12-02
정현욱,96462,2008,삼성,3.40,53,0,0,10,4,0,11,0.714,529,127,108,3,55,1,97,51,48,1978-12-02
정현욱,96462,2009,삼성,3.42,62,0,0,8,5,6,16,0.615,339,79,77,8,36,2,66,33,30,1978-12-02
정현욱,96462,2010,삼성,3.20,61,0,0,9,1,12,11,0.900,299,70 1/3,66,3,26,4,61,31,25,1978-12-02
정현욱,96462,2011,삼성,2.36,59,0,0,4,3,1,24,0.571,303,72 1/3,70,4,30,4,52,22,19,1978-12-02
정현욱,96462,2012,삼성,3.16,54,0,0,2,5,0,3,0.286,256,62 2/3,57,1,21,0,48,25,22,1978-12-02
정현욱,96462,2013,LG,3.78,54,0,0,2,5,2,16,0.286,220,47 2/3,55,4,25,1,31,23,20,1978-12-02
정현욱,96462,2014,LG,4.73,25,0,0,2,2,0,1,0.500,148,32 1/3,39,4,15,1,24,17,17,1978-12-02
정현욱,96462,2016,LG,7.29,17,0,0,1,0,1,3,1.000,97,21,22,4,10,4,18,19,17,1978-12-02
정성훈,96465,1997,삼성,4.79,24,1,1,3,6,2,0,0.333,338,77,69,4,34,19,39,47,41,1977-12-09
정성훈,96465,1998,삼성,7.52,18,0,0,0,2,0,0,0.000,131,26 1/3,35,1,14,7,28,22,22,1977-12-09
정성훈,96465,1999,삼성,5.95,5,0,0,1,1,0,0,0.500,87,19 2/3,29,1,3,1,9,13,13,1977-12-09
정성훈,96465,2000,삼성,4.34,18,0,0,0,2,0,1,0.000,212,45 2/3,50,4,21,11,23,23,22,1977-12-09
정성훈,96465,2001,삼성,5.40,12,0,0,0,0,0,0,-,49,10,14,3,5,2,3,6,6,1977-12-09
정성훈,96465,2003,두산,2.62,48,0,0,1,0,2,5,1.000,240,58 1/3,55,6,14,6,17,17,17,1977-12-09
정성훈,96465,2004,두산,3.12,79,0,0,3,3,2,15,0.500,329,83 2/3,64,4,20,8,42,34,29,1977-12-09
정성훈,96465,2007,두산,4.00,9,0,0,1,1,1,1,0.500,41,9,11,0,4,1,5,4,4,1977-12-09
최창양,96470,1996,삼성,3.86,24,5,1,6,10,0,0,0.375,554,126,104,4,74,7,82,63,54,1973-06-03
최창양,96470,1997,삼성,4.75,19,2,0,5,3,0,0,0.625,380,83 1/3,88,5,51,3,45,46,44,1973-06-03
최창양,96470,1998,삼성,3.25,6,0,0,1,0,0,0,1.000,118,27 2/3,25,1,14,2,19,10,10,1973-06-03
최창양,96470,1999,삼성,2.70,3,0,0,0,0,0,0,-,14,3 1/3,3,0,1,0,4,1,1,1973-06-03
최창양,96470,2000,삼성,6.27,23,0,0,5,2,0,0,0.714,356,74 2/3,95,7,42,3,50,61,52,1973-06-03
정순명,96471,1982,MBC   ,4.47,25,1,0,7,5,1,0,0.583,416,92 2/3,105,9,38,8,47,62,46,1954-06-30
정순명,96471,1983,MBC   ,3.62,13,0,0,4,3,0,0,0.571,259,59 2/3,56,7,28,5,19,30,24,1954-06-30
정순명,96471,1984,MBC   ,7.15,8,0,0,0,3,0,0,0.000,106,22 2/3,24,3,17,1,7,18,18,1954-06-30
정순명,96471,1985,MBC,6.00,7,0,0,0,4,0,0,0.000,86,18,26,1,7,0,5,15,12,1954-06-30
김영복,96527,1996,롯데,7.20,4,0,0,0,0,0,0,-,25,5,10,1,1,0,0,4,4,1973-03-15
김상진,96611,1996,해태,4.29,29,1,0,9,5,0,0,0.643,518,123 2/3,115,15,52,3,64,62,59,1977-03-09
김상진,96611,1997,해태,3.60,30,1,0,9,10,1,0,0.474,622,147 2/3,135,11,54,17,91,60,59,1977-03-09
김상진,96611,1998,해태,3.87,25,1,0,6,11,1,0,0.353,507,121,120,10,42,8,69,63,52,1977-03-09
이재섭,96566,1996,롯데,0.00,2,0,0,0,0,0,0,-,6,2,1,0,0,0,2,0,0,1976-12-23
박철웅,96631,1996,해태,12.71,5,0,0,0,1,0,0,0.000,31,5 2/3,9,1,4,1,3,8,8,1970-04-15
박철웅,96631,1997,해태,5.84,7,0,0,0,1,0,0,0.000,55,12 1/3,15,3,2,0,8,8,8,1970-04-15
차명주,96570,1996,롯데,7.43,27,0,0,2,5,8,0,0.286,223,46,57,4,32,2,29,43,38,1973-09-22
차명주,96570,1997,롯데,4.68,25,0,0,7,9,0,0,0.438,494,107 2/3,124,8,55,3,64,65,56,1973-09-22
차명주,96570,1998,롯데,4.99,33,2,0,0,7,0,0,0.000,402,92,95,13,39,1,41,61,51,1973-09-22
차명주,96570,1999,두산,4.01,83,0,0,1,2,1,0,0.333,338,76 1/3,84,4,36,1,60,38,34,1973-09-22
차명주,96570,2000,두산,4.50,57,0,0,1,1,1,2,0.500,196,40,44,5,29,3,33,30,20,1973-09-22
차명주,96570,2001,두산,3.42,84,0,0,6,2,1,18,0.750,416,97 1/3,86,6,46,3,73,42,37,1973-09-22
차명주,96570,2002,두산,3.86,67,0,0,1,2,1,17,0.333,218,51 1/3,46,4,18,1,37,23,22,1973-09-22
차명주,96570,2003,두산,4.35,77,0,0,1,1,0,16,0.500,135,31,28,0,16,1,14,18,15,1973-09-22
차명주,96570,2004,한화,2.45,32,0,0,0,1,0,11,0.000,63,14 2/3,14,0,6,2,11,5,4,1973-09-22
차명주,96570,2005,한화,5.88,77,0,0,4,1,0,12,0.800,152,33 2/3,46,3,9,4,17,23,22,1973-09-22
차명주,96570,2006,한화,3.27,51,0,0,3,0,0,4,1.000,93,22,20,1,5,2,11,11,8,1973-09-22
정영환,96713,1996,한화,12.00,2,0,0,0,0,0,0,-,16,3,5,1,3,0,2,4,4,1973-04-10
정영환,96713,1997,한화,9.00,2,0,0,0,0,0,0,-,9,2,3,0,0,0,0,2,2,1973-04-10
정영환,96713,1998,한화,0.00,5,0,0,0,0,0,0,-,19,5,4,0,2,0,1,0,0,1973-04-10
이상열,96720,1996,한화,7.27,15,0,0,0,0,0,0,-,82,17 1/3,24,3,7,0,13,14,14,1977-04-20
이상열,96720,1997,한화,4.18,37,0,0,1,5,2,0,0.167,219,51 2/3,48,8,23,1,31,24,24,1977-04-20
이상열,96720,1998,한화,6.92,34,0,0,0,0,0,0,-,126,26,27,4,26,2,18,22,20,1977-04-20
이상열,96720,1999,한화,6.00,53,0,0,3,1,1,0,0.750,250,54,63,11,32,3,42,37,36,1977-04-20
이상열,96720,2000,한화,5.71,32,0,0,3,7,0,0,0.300,408,88 1/3,95,19,46,3,75,64,56,1977-04-20
이상열,96720,2001,현대,3.18,25,0,0,1,1,0,2,0.500,92,17,27,1,10,2,10,7,6,1977-04-20
이상열,96720,2002,현대,3.93,64,0,0,4,2,1,10,0.667,307,73 1/3,71,5,19,1,71,37,32,1977-04-20
이상열,96720,2003,현대,2.91,72,0,0,2,1,2,16,0.667,249,58 2/3,55,4,19,2,48,20,19,1977-04-20
이상열,96720,2004,현대,2.55,81,0,0,4,1,0,20,0.800,247,60,55,5,18,1,46,19,17,1977-04-20
이상열,96720,2007,현대,13.50,7,0,0,0,0,0,2,-,16,2 2/3,6,0,2,0,2,4,4,1977-04-20
이상열,96720,2008,우리,11.25,4,0,0,0,1,0,0,0.000,22,4,6,1,4,0,1,5,5,1977-04-20
이상열,96720,2009,히어로즈,7.36,26,0,0,0,1,0,5,0.000,49,11,12,4,3,0,6,10,9,1977-04-20
이상열,96720,2010,LG,3.32,76,0,0,2,2,0,16,0.500,242,59 2/3,52,3,20,2,44,23,22,1977-04-20
이상열,96720,2011,LG,3.89,77,0,0,0,6,3,18,0.000,187,44,45,2,12,1,27,23,19,1977-04-20
이상열,96720,2012,LG,3.72,73,0,0,1,3,0,15,0.250,227,55 2/3,47,5,16,2,29,24,23,1977-04-20
이상열,96720,2013,LG,3.27,64,0,0,2,3,0,13,0.400,152,33,43,1,12,3,22,15,12,1977-04-20
이상열,96720,2014,LG,7.88,12,0,0,0,0,0,1,-,38,8,11,1,3,1,5,7,7,1977-04-20
최정환,96824,1996,쌍방울,1.57,22,0,0,6,3,1,0,0.667,179,46,30,0,15,2,24,9,8,1973-09-26
최정환,96824,1997,쌍방울,3.92,50,0,0,6,6,1,0,0.500,450,108,96,8,38,1,63,50,47,1973-09-26
최정환,96824,1998,쌍방울,7.43,16,0,0,1,1,0,0,0.500,122,26 2/3,41,4,7,4,14,24,22,1973-09-26
최정환,96824,1999,쌍방울,11.74,6,0,0,0,0,0,0,-,39,7 2/3,17,3,0,0,4,11,10,1973-09-26
박주언,96847,1996,쌍방울,5.00,41,0,0,4,2,1,0,0.667,287,66 2/3,68,3,32,3,37,39,37,1973-07-14
박주언,96847,1997,쌍방울,5.14,8,0,0,0,1,0,0,0.000,31,7,2,1,10,1,4,5,4,1973-07-14
박주언,96847,1998,쌍방울,54.00,2,0,0,0,0,0,0,-,4,1/3,1,0,2,0,0,2,2,1973-07-14
박주언,96847,1999,쌍방울,6.75,7,0,0,0,0,0,0,-,35,6 2/3,9,0,6,0,4,6,5,1973-07-14
박주언,96847,2000,SK,4.34,20,0,0,0,0,0,0,-,84,18 2/3,19,2,7,3,11,10,9,1973-07-14
박주언,96847,2002,SK,-,1,0,0,0,0,0,0,-,1,0,0,0,1,0,0,0,0,1973-07-14
신영균,96851,1996,쌍방울,7.50,19,0,0,2,3,1,0,0.400,181,36,46,1,31,1,19,32,30,1974-02-16
신영균,96851,1997,LG,12.60,4,0,0,0,0,0,0,-,26,5,8,2,2,2,2,7,7,1974-02-16
신영균,96851,1998,LG,6.35,4,0,0,0,1,0,0,0.000,37,5 2/3,12,0,5,3,4,10,4,1974-02-16
신영균,96851,1999,LG,3.74,11,0,0,1,0,0,0,1.000,89,21 2/3,21,3,6,1,14,9,9,1974-02-16
신영균,96851,2000,LG,1.93,3,0,0,0,0,0,0,-,19,4 2/3,5,0,0,1,0,1,1,1974-02-16
정수찬,96849,1997,쌍방울,3.83,20,1,0,1,1,2,0,0.500,197,44 2/3,56,2,14,2,18,22,19,1973-12-01
정수찬,96849,1998,쌍방울,9.82,5,0,0,0,1,0,0,0.000,50,11,15,1,3,1,4,12,12,1973-12-01
정수찬,96849,2000,SK,5.25,5,0,0,2,0,0,1,1.000,50,12,13,2,2,0,9,8,7,1973-12-01
정수찬,96849,2001,SK,8.59,6,0,0,1,1,0,0,0.500,70,14 2/3,20,2,6,2,5,18,14,1973-12-01
김형주,96869,1997,쌍방울,9.00,1,0,0,0,0,0,0,-,6,1,2,0,2,0,0,1,1,1977-08-11
김민기,97111,1997,LG,5.63,4,0,0,0,0,0,0,-,35,8,8,0,4,0,4,5,5,1977-05-19
김민기,97111,1998,LG,7.67,20,0,0,1,4,0,0,0.200,263,56 1/3,72,9,31,1,39,48,48,1977-05-19
김민기,97111,1999,LG,4.54,12,0,0,4,2,1,0,0.667,163,37 2/3,37,7,12,3,37,19,19,1977-05-19
김민기,97111,2000,LG,4.27,29,0,0,5,5,2,1,0.500,314,71 2/3,76,7,29,3,50,40,34,1977-05-19
김민기,97111,2001,LG,5.18,45,0,0,2,5,4,4,0.286,483,107 2/3,109,10,63,1,77,68,62,1977-05-19
김민기,97111,2002,LG,3.18,21,0,0,7,5,0,0,0.583,412,99,101,12,23,3,66,39,35,1977-05-19
김민기,97111,2005,LG,8.02,28,0,0,4,7,0,4,0.364,263,55,88,11,10,4,37,54,49,1977-05-19
김민기,97111,2006,LG,3.65,55,0,0,2,4,6,6,0.333,272,61 2/3,65,4,25,5,43,26,25,1977-05-19
김민기,97111,2007,LG,4.28,69,0,0,7,5,1,17,0.583,379,88 1/3,103,3,24,5,43,44,42,1977-05-19
김민기,97111,2008,LG,7.03,21,0,0,1,2,0,0,0.333,150,32,44,2,17,1,19,25,25,1977-05-19
김민기,97111,2009,LG,8.31,3,0,0,0,0,0,0,-,20,4 1/3,7,3,2,0,1,4,4,1977-05-19
장문석,97126,1997,LG,13.50,7,0,0,0,2,0,0,0.000,70,12 2/3,19,4,10,2,8,20,19,1974-12-15
장문석,97126,1999,LG,4.21,23,1,1,4,3,4,0,0.571,276,62,54,4,39,3,51,30,29,1974-12-15
장문석,97126,2000,LG,3.42,40,0,0,9,8,11,0,0.529,584,137,123,10,50,12,134,55,52,1974-12-15
장문석,97126,2001,LG,7.74,14,0,0,1,3,0,0,0.250,209,43,50,6,35,2,23,37,37,1974-12-15
장문석,97126,2002,LG,1.60,59,0,0,10,3,4,9,0.769,411,101 1/3,75,3,39,3,86,22,18,1974-12-15
장문석,97126,2003,LG,4.40,39,0,0,9,6,0,8,0.600,443,100 1/3,112,12,40,5,53,49,49,1974-12-15
장문석,97126,2004,LG,4.03,28,0,0,10,8,1,0,0.556,657,152,168,15,55,8,75,73,68,1974-12-15
장문석,97126,2005,LG,3.75,27,1,0,5,5,7,0,0.500,368,84,93,2,31,5,60,40,35,1974-12-15
장문석,97126,2006,KIA,4.36,29,0,0,1,3,15,0,0.250,235,53 2/3,51,4,26,3,36,26,26,1974-12-15
장문석,97126,2008,KIA,5.40,21,0,0,0,0,0,0,-,91,20,22,0,6,4,11,13,12,1974-12-15
임선동,97133,1997,LG,3.52,22,0,0,11,7,0,0,0.611,564,135 2/3,129,10,34,13,77,55,53,1973-08-04
임선동,97133,1998,LG,6.94,15,0,0,1,6,0,0,0.143,267,59 2/3,71,11,20,7,29,53,46,1973-08-04
임선동,97133,1999,현대,8.05,9,0,0,0,1,0,0,0.000,90,19,33,3,5,2,10,19,17,1973-08-04
임선동,97133,2000,현대,3.36,29,1,1,18,4,0,0,0.818,802,195 1/3,177,13,61,7,174,75,73,1973-08-04
임선동,97133,2001,현대,4.40,24,5,1,14,9,0,0,0.609,681,159 2/3,201,10,43,3,77,84,78,1973-08-04
임선동,97133,2002,현대,4.51,21,0,0,8,6,1,0,0.571,457,105 2/3,118,12,24,7,61,58,53,1973-08-04
임선동,97133,2003,현대,9.45,4,0,0,0,2,0,0,0.000,64,13 1/3,23,2,3,1,4,14,14,1973-08-04
임선동,97133,2004,현대,17.18,2,0,0,0,0,0,0,-,26,3 2/3,9,0,3,3,1,7,7,1973-08-04
임선동,97133,2005,현대,17.18,3,0,0,0,1,0,0,0.000,21,3 2/3,9,0,3,0,3,7,7,1973-08-04
임선동,97133,2006,현대,0.00,1,0,0,0,0,0,0,-,4,1,1,0,0,0,0,0,0,1973-08-04
전승남,97140,1997,LG,3.29,32,1,0,6,5,0,0,0.545,514,123,117,13,31,6,74,46,45,1974-11-26
전승남,97140,1998,LG,4.15,33,0,0,6,7,1,0,0.462,483,112 2/3,128,14,20,7,70,57,52,1974-11-26
전승남,97140,1999,LG,6.57,4,0,0,0,2,0,0,0.000,55,12 1/3,14,3,2,1,9,10,9,1974-11-26
전승남,97140,2000,LG,2.68,19,0,0,0,0,2,3,-,164,40 1/3,34,2,12,1,29,13,12,1974-11-26
전승남,97140,2001,LG,7.31,30,0,0,2,2,1,2,0.500,137,28 1/3,34,2,21,2,22,25,23,1974-11-26
전승남,97140,2002,LG,6.35,11,0,0,0,0,0,0,-,55,11 1/3,16,1,3,3,8,8,8,1974-11-26
전승남,97140,2003,LG,2.45,68,0,0,8,2,2,11,0.800,438,106 2/3,103,6,22,5,56,34,29,1974-11-26
전승남,97140,2004,LG,5.09,24,0,0,1,1,1,7,0.500,78,17 2/3,23,2,2,3,8,11,10,1974-11-26
신창수,97168,1997,LG,0.00,1,0,0,0,0,0,0,-,1,1/3,0,0,0,0,0,0,0,1974-04-25
김영수,97236,1997,OB,5.10,47,0,0,0,2,0,0,0.000,297,65 1/3,50,5,51,3,47,40,37,1975-01-15
김영수,97236,1998,OB,18.00,4,0,0,0,0,0,0,-,7,1,3,0,2,0,0,2,2,1975-01-15
김영수,97236,1999,두산,7.20,8,0,0,0,0,0,0,-,53,10,15,3,8,1,7,10,8,1975-01-15
김영수,97236,2000,롯데,3.79,32,2,1,7,4,1,1,0.636,425,102,88,11,44,0,75,45,43,1975-01-15
김영수,97236,2001,롯데,6.27,41,0,0,1,6,3,4,0.143,449,94 2/3,110,17,57,5,70,74,66,1975-01-15
김영수,97236,2002,롯데,4.79,36,0,0,2,18,0,1,0.100,548,118 1/3,136,13,58,4,76,74,63,1975-01-15
김영수,97236,2003,SK,5.34,39,0,0,3,3,0,2,0.500,307,64,68,8,50,2,47,47,38,1975-01-15
김영수,97236,2004,SK,7.07,37,0,0,1,3,0,4,0.250,144,28,31,1,31,3,27,25,22,1975-01-15
김영수,97236,2007,SK,0.00,1,0,0,1,0,0,0,1.000,7,1 1/3,0,0,3,0,1,0,0,1975-01-15
김영수,97236,2008,롯데,13.50,4,0,0,0,0,0,0,-,15,2 2/3,1,1,6,0,1,4,4,1975-01-15
김영수,97236,2009,KIA,8.31,21,0,0,0,1,0,3,0.000,43,8 2/3,11,3,3,3,10,8,8,1975-01-15
이경필,97230,1997,OB,3.62,29,2,0,7,9,4,0,0.438,539,126 2/3,126,8,56,10,75,55,51,1974-05-21
이경필,97230,1998,OB,3.12,27,2,2,10,9,0,0,0.526,608,150,137,8,42,6,94,65,52,1974-05-21
이경필,97230,1999,두산,3.19,28,1,0,13,7,0,0,0.650,690,166 2/3,151,12,55,10,91,67,59,1974-05-21
이경필,97230,2001,두산,1.42,5,0,0,0,0,0,0,-,25,6 1/3,3,0,3,2,6,1,1,1974-05-21
이경필,97230,2002,두산,5.47,10,0,0,1,2,0,0,0.333,121,24 2/3,30,3,20,2,13,17,15,1974-05-21
이경필,97230,2003,두산,4.50,26,0,0,8,13,0,1,0.381,494,106,122,4,43,12,47,71,53,1974-05-21
이경필,97230,2004,두산,4.70,21,0,0,5,12,0,0,0.294,457,99 2/3,113,4,44,11,49,59,52,1974-05-21
이경필,97230,2007,두산,5.19,15,0,0,1,2,0,1,0.333,161,34 2/3,43,0,16,3,14,20,20,1974-05-21
김환조,97238,1997,OB,3.86,12,0,0,0,1,0,0,0.000,98,21,31,1,2,5,12,12,9,1974-02-10
최영필,97336,1997,현대,4.88,34,0,0,4,10,0,0,0.286,462,101 1/3,95,14,73,3,79,63,55,1974-05-13
최영필,97336,1998,현대,5.19,11,0,0,0,1,0,0,0.000,78,17 1/3,22,4,6,0,9,11,10,1974-05-13
최영필,97336,1999,현대,5.58,40,0,0,3,4,1,0,0.429,404,88 2/3,106,13,37,8,53,60,55,1974-05-13
최영필,97336,2000,현대,4.35,7,0,0,0,0,0,1,-,41,10 1/3,9,2,3,0,9,5,5,1974-05-13
최영필,97336,2001,한화,5.48,20,0,0,4,4,2,0,0.500,299,67 1/3,64,7,36,2,43,43,41,1974-05-13
최영필,97336,2002,한화,7.77,14,0,0,0,0,1,0,-,110,22,31,3,14,2,21,20,19,1974-05-13
최영필,97336,2003,한화,6.86,13,1,0,1,3,0,0,0.250,201,42,50,6,20,4,26,33,32,1974-05-13
최영필,97336,2004,한화,4.14,14,0,0,0,3,1,0,0.000,156,37,39,5,9,3,27,18,17,1974-05-13
최영필,97336,2005,한화,2.89,40,0,0,8,8,5,0,0.500,469,112,109,9,30,6,72,41,36,1974-05-13
최영필,97336,2006,한화,3.05,30,0,0,2,3,0,11,0.400,162,38 1/3,34,4,14,3,34,13,13,1974-05-13
최영필,97336,2007,한화,4.33,33,0,0,5,5,2,1,0.500,442,99 2/3,120,7,39,4,48,50,48,1974-05-13
최영필,97336,2008,한화,4.73,36,0,0,7,8,0,3,0.467,384,85 2/3,98,4,38,3,48,50,45,1974-05-13
최영필,97336,2009,한화,10.18,13,0,0,0,2,0,0,0.000,103,20 1/3,31,4,11,0,11,23,23,1974-05-13
최영필,97336,2010,한화,7.45,21,0,0,1,4,1,0,0.200,260,54 1/3,84,13,22,3,26,46,45,1974-05-13
최영필,97336,2012,SK,4.58,46,0,0,2,1,0,5,0.667,215,53,52,7,10,2,40,27,27,1974-05-13
최영필,97336,2013,SK,6.23,22,0,0,0,0,1,3,-,84,17 1/3,24,2,8,1,11,15,12,1974-05-13
최영필,97336,2014,KIA,3.19,40,0,0,4,2,0,14,0.667,228,53 2/3,52,6,15,1,45,25,19,1974-05-13
최영필,97336,2015,KIA,2.86,59,0,0,5,2,0,10,0.714,247,63,57,8,8,2,51,23,20,1974-05-13
최영필,97336,2016,KIA,3.61,54,0,0,4,3,2,10,0.571,249,57 1/3,74,6,8,3,54,26,23,1974-05-13
최영필,97336,2017,KIA,20.25,2,0,0,0,0,0,0,-,10,1 1/3,5,0,0,1,1,3,3,1974-05-13
이근용,97365,2001,현대,0.00,2,0,0,0,0,0,0,-,13,3 2/3,2,0,0,1,2,0,0,1978-06-16
변대수,97418,1997,삼성,5.06,24,0,0,2,1,2,0,0.667,194,42 2/3,38,2,35,1,28,26,24,1975-01-18
황두성,97423,1999,해태,3.24,4,0,0,0,0,0,0,-,39,8 1/3,7,0,6,2,3,4,3,1976-11-16
황두성,97423,2000,해태,7.36,3,0,0,0,0,0,0,-,22,3 2/3,5,0,7,1,3,3,3,1976-11-16
황두성,97423,2001,현대,0.00,1,0,0,0,0,0,0,-,5,1,2,0,0,0,0,0,0,1976-11-16
황두성,97423,2002,현대,3.00,4,0,0,0,0,0,0,-,24,6,4,1,3,0,4,2,2,1976-11-16
황두성,97423,2003,현대,3.00,1,0,0,0,0,0,0,-,15,3,3,0,3,0,3,1,1,1976-11-16
황두성,97423,2004,현대,13.50,3,0,0,0,0,0,0,-,31,5 1/3,12,2,2,0,7,9,8,1976-11-16
