이름,id,연도,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도루실패,볼넷,사구,삼진,병살타,장타율,출루율,실책,생년월일
전승남,97140,2001,LG,0.000,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.000,0,1974-11-26
전승남,97140,2003,LG,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1974-11-26
전승남,97140,2004,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1974-11-26
이병규,97109,1997,LG,0.305,126,550,495,82,151,31,8,7,219,69,23,5,43,8,50,6,0.000,0.000,2,1974-10-25
이병규,97109,1998,LG,0.279,124,544,499,75,139,31,5,9,207,67,11,6,36,3,47,13,0.000,0.000,1,1974-10-25
이병규,97109,1999,LG,0.349,131,599,550,117,192,43,8,30,341,99,31,3,34,9,65,11,0.000,0.000,2,1974-10-25
이병규,97109,2000,LG,0.323,129,595,527,99,170,28,1,18,254,99,14,8,52,5,91,15,0.000,0.000,2,1974-10-25
이병규,97109,2001,LG,0.308,133,607,542,107,167,30,4,12,241,83,24,8,54,4,69,10,0.445,0.373,7,1974-10-25
이병규,97109,2002,LG,0.293,109,444,389,54,114,25,0,12,175,43,9,6,50,2,57,6,0.450,0.375,3,1974-10-25
이병규,97109,2003,LG,0.279,44,178,154,20,43,9,2,5,71,30,1,3,21,1,23,0,0.461,0.365,0,1974-10-25
이병규,97109,2004,LG,0.323,129,562,496,95,160,26,2,14,232,64,8,4,50,12,72,14,0.468,0.397,4,1974-10-25
이병규,97109,2005,LG,0.337,119,517,466,62,157,24,2,9,212,75,10,6,34,9,62,10,0.455,0.388,1,1974-10-25
이병규,97109,2006,LG,0.297,120,515,478,51,142,29,1,7,194,55,3,2,31,4,65,8,0.406,0.344,3,1974-10-25
이병규,97109,2010,LG,0.290,117,451,404,49,117,14,1,9,160,64,3,4,36,1,53,11,0.396,0.345,0,1974-10-25
이병규,97109,2011,LG,0.338,127,519,485,64,164,24,0,16,236,75,2,1,28,2,47,10,0.487,0.375,1,1974-10-25
이병규,97109,2012,LG,0.300,118,455,420,52,126,25,1,5,168,41,5,7,22,2,58,18,0.400,0.333,2,1974-10-25
이병규,97109,2013,LG,0.348,98,401,374,39,130,19,3,5,170,74,2,2,22,2,40,10,0.455,0.384,1,1974-10-25
이병규,97109,2014,LG,0.251,62,207,195,23,49,6,0,2,61,25,1,1,8,2,21,5,0.313,0.288,0,1974-10-25
이병규,97109,2015,LG,0.219,54,102,96,3,21,7,0,1,31,9,0,0,5,0,18,4,0.323,0.255,0,1974-10-25
이병규,97109,2016,LG,1.000,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.000,1.000,0,1974-10-25
윤인수,97154,1997,LG,0.000,10,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0,1974-04-12
안재만,97157,1997,LG,0.375,17,29,24,9,9,5,0,2,20,6,0,0,3,1,9,0,0.000,0.000,0,1974-10-02
안재만,97157,1998,LG,0.133,35,53,45,4,6,2,0,0,8,3,0,0,7,0,19,1,0.000,0.000,0,1974-10-02
안재만,97157,1999,LG,0.000,3,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0.000,0,1974-10-02
안재만,97157,2000,LG,0.257,83,236,202,29,52,9,1,11,96,34,5,3,28,2,51,4,0.000,0.000,14,1974-10-02
안재만,97157,2001,SK,0.255,124,438,369,52,94,15,0,11,142,44,19,5,50,6,90,14,0.385,0.352,17,1974-10-02
안재만,97157,2002,SK,0.294,5,20,17,3,5,1,0,1,9,2,4,1,2,1,4,0,0.529,0.400,1,1974-10-02
안재만,97157,2003,SK,0.247,85,209,182,30,45,11,2,7,81,29,4,5,17,3,53,3,0.445,0.319,9,1974-10-02
안재만,97157,2004,SK,0.223,73,174,157,14,35,6,0,3,50,21,2,1,10,3,50,5,0.318,0.281,9,1974-10-02
안재만,97157,2005,LG,0.236,65,199,174,16,41,10,0,2,57,18,15,6,9,5,49,1,0.328,0.289,8,1974-10-02
안재만,97157,2006,LG,0.236,81,193,174,15,41,14,0,3,64,19,4,1,10,0,38,5,0.368,0.274,4,1974-10-02
안재만,97157,2007,LG,0.100,10,10,10,2,1,1,0,0,2,0,0,0,0,0,5,0,0.200,0.100,0,1974-10-02
안재만,97157,2008,KIA,0.143,3,7,7,0,1,0,0,0,1,0,0,0,0,0,2,0,0.143,0.143,0,1974-10-02
배수희,97198,1982,MBC   ,0.217,22,24,23,2,5,0,1,0,7,3,0,0,1,0,4,0,0.000,0.000,0,1955-04-30
강규철,97204,1997,OB,0.167,36,39,36,4,6,0,0,0,6,0,0,1,1,1,5,1,0.000,0.000,5,1974-05-05
강규철,97204,1998,OB,0.000,3,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1974-05-05
강규철,97204,1999,두산,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,1974-05-05
강규철,97204,2000,두산,0.000,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,1974-05-05
강규철,97204,2001,두산,0.300,8,10,10,2,3,0,0,1,6,3,0,0,0,0,2,0,0.600,0.300,1,1974-05-05
이경필,97230,2007,두산,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1974-05-21
문희성,97219,1997,OB,0.250,94,196,172,25,43,7,0,6,68,34,1,1,15,7,36,4,0.000,0.000,2,1973-02-22
문희성,97219,1999,두산,0.333,8,13,12,2,4,0,1,0,6,1,0,0,0,1,3,0,0.000,0.000,1,1973-02-22
문희성,97219,2000,두산,0.333,21,36,36,6,12,2,0,2,20,7,0,0,0,0,5,1,0.000,0.000,0,1973-02-22
문희성,97219,2001,두산,0.227,29,49,44,2,10,2,0,2,18,6,0,1,4,0,12,0,0.409,0.292,1,1973-02-22
문희성,97219,2002,두산,0.125,13,19,16,0,2,0,0,0,2,2,0,0,3,0,6,0,0.125,0.263,0,1973-02-22
문희성,97219,2003,두산,0.229,71,205,188,19,43,5,1,9,77,38,0,1,12,5,36,7,0.410,0.293,3,1973-02-22
문희성,97219,2004,두산,0.167,28,47,42,6,7,2,0,0,9,2,0,0,2,3,8,1,0.214,0.255,0,1973-02-22
문희성,97219,2005,두산,0.273,114,369,322,45,88,15,0,10,133,50,12,3,29,13,54,8,0.413,0.353,0,1973-02-22
문희성,97219,2006,두산,0.197,34,86,76,5,15,3,0,1,21,4,1,3,7,2,15,4,0.276,0.282,0,1973-02-22
김영수,97236,2001,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1975-01-15
김영수,97236,2004,SK,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1975-01-15
김영수,97236,2009,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1975-01-15
강신창,97249,1997,OB,0.500,6,4,4,1,2,0,0,0,2,1,0,1,0,0,1,0,0.000,0.000,0,1974-11-10
강신창,97249,1998,OB,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1974-11-10
진갑용,97202,1997,OB,0.242,95,309,281,21,68,7,0,4,87,20,2,0,20,6,44,7,0.000,0.000,6,1974-05-08
진갑용,97202,1998,OB,0.269,88,271,253,12,68,14,1,2,90,22,1,1,14,0,44,10,0.000,0.000,7,1974-05-08
진갑용,97202,1999,삼성,0.212,68,172,156,13,33,3,0,4,48,17,0,2,10,2,29,7,0.000,0.000,7,1974-05-08
진갑용,97202,2000,삼성,0.273,114,330,297,30,81,14,0,8,119,58,2,1,23,6,45,7,0.000,0.000,7,1974-05-08
진갑용,97202,2001,삼성,0.306,89,349,314,54,96,25,2,7,146,57,2,3,23,7,37,4,0.465,0.361,4,1974-05-08
진갑용,97202,2002,삼성,0.281,133,517,462,58,130,29,1,18,215,86,0,0,41,8,56,13,0.465,0.347,11,1974-05-08
진갑용,97202,2003,삼성,0.290,126,485,435,64,126,20,2,21,213,53,1,1,36,10,34,13,0.490,0.356,13,1974-05-08
진갑용,97202,2004,삼성,0.278,129,491,439,60,122,20,0,24,214,71,0,0,34,12,51,16,0.487,0.344,5,1974-05-08
진갑용,97202,2005,삼성,0.288,110,406,347,34,100,17,0,6,135,41,1,1,36,8,47,8,0.389,0.365,6,1974-05-08
진갑용,97202,2006,삼성,0.288,110,408,358,28,103,22,0,6,143,47,1,2,29,5,37,18,0.399,0.343,4,1974-05-08
진갑용,97202,2007,삼성,0.246,122,427,362,28,89,12,0,5,116,39,0,1,49,7,38,9,0.320,0.344,4,1974-05-08
진갑용,97202,2008,삼성,0.279,105,313,272,34,76,7,0,11,116,45,1,1,30,1,41,6,0.426,0.349,3,1974-05-08
진갑용,97202,2009,삼성,0.232,57,165,142,10,33,3,1,3,47,20,1,2,15,4,23,5,0.331,0.321,2,1974-05-08
진갑용,97202,2010,삼성,0.263,100,320,259,36,68,8,0,10,106,28,0,0,45,2,57,7,0.409,0.375,4,1974-05-08
진갑용,97202,2011,삼성,0.273,112,331,286,26,78,7,0,10,115,42,1,0,35,3,53,10,0.402,0.357,6,1974-05-08
진갑용,97202,2012,삼성,0.307,114,349,313,27,96,15,1,6,131,57,0,0,17,7,46,6,0.419,0.354,3,1974-05-08
진갑용,97202,2013,삼성,0.271,101,204,181,22,49,9,0,6,76,36,0,0,12,5,28,5,0.420,0.330,4,1974-05-08
진갑용,97202,2014,삼성,0.412,11,17,17,2,7,0,0,0,7,4,0,0,0,0,1,0,0.412,0.412,1,1974-05-08
진갑용,97202,2015,삼성,0.324,39,73,68,8,22,2,0,3,33,10,0,0,4,0,9,3,0.485,0.356,0,1974-05-08
김도균,97259,1997,OB,0.250,9,8,8,0,2,0,0,0,2,1,0,0,0,0,1,0,0.000,0.000,0,1974-10-08
김도형,97268,1997,OB,0.286,11,13,7,0,2,0,0,0,2,1,0,0,1,4,0,0,0.000,0.000,0,1974-04-24
최영필,97336,2001,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1974-05-13
최영필,97336,2002,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1974-05-13
최영필,97336,2004,한화,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1974-05-13
최영필,97336,2009,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1974-05-13
최영필,97336,2015,KIA,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1974-05-13
최영필,97336,2016,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1974-05-13
최영필,97336,2017,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1974-05-13
최만호,97351,1997,현대,0.238,87,255,223,33,53,11,0,3,73,16,10,5,16,5,65,1,0.000,0.000,1,1974-03-04
최만호,97351,1998,현대,0.193,38,96,88,10,17,6,0,3,32,6,0,1,3,2,18,3,0.000,0.000,0,1974-03-04
최만호,97351,1999,현대,0.238,48,70,63,11,15,2,0,3,26,7,3,0,4,1,22,1,0.000,0.000,2,1974-03-04
최만호,97351,2000,현대,0.250,19,23,20,4,5,0,0,0,5,2,0,0,2,0,7,0,0.000,0.000,0,1974-03-04
최만호,97351,2001,LG,0.182,51,67,55,8,10,3,0,1,16,5,1,2,7,3,16,2,0.291,0.308,0,1974-03-04
최만호,97351,2002,LG,0.248,93,158,129,23,32,4,2,2,46,12,5,4,13,6,31,1,0.357,0.345,0,1974-03-04
최만호,97351,2003,LG,0.198,93,88,81,11,16,4,0,1,23,4,0,2,2,1,17,1,0.284,0.226,1,1974-03-04
최만호,97351,2004,LG,0.253,112,202,170,24,43,6,4,1,60,34,6,4,13,9,41,0,0.353,0.335,4,1974-03-04
최만호,97351,2006,LG,0.240,46,59,50,5,12,1,0,3,22,4,2,0,4,2,18,1,0.440,0.321,0,1974-03-04
최만호,97351,2007,롯데,0.204,41,59,54,5,11,2,0,1,16,5,2,1,1,1,15,0,0.296,0.232,0,1974-03-04
최만호,97351,2008,롯데,0.083,28,43,36,5,3,2,0,0,5,1,0,0,1,2,14,0,0.139,0.154,1,1974-03-04
최만호,97351,2009,롯데,0.000,13,5,4,1,0,0,0,0,0,0,1,0,1,0,4,0,0.000,0.200,0,1974-03-04
이득수,97366,1997,현대,0.200,2,5,5,0,1,0,0,0,1,0,0,0,0,0,2,0,0.000,0.000,1,1978-04-25
김일경,97300,1999,현대,0.400,15,27,25,5,10,2,0,0,12,2,1,2,1,1,5,1,0.000,0.000,0,1978-07-01
김일경,97300,2000,현대,0.258,16,32,31,6,8,1,0,1,12,1,1,0,0,0,11,0,0.000,0.000,2,1978-07-01
김일경,97300,2001,현대,0.133,11,15,15,3,2,0,0,0,2,0,1,0,0,0,3,2,0.133,0.133,0,1978-07-01
김일경,97300,2002,현대,0.213,57,91,80,9,17,2,1,2,27,7,1,0,6,2,16,2,0.338,0.281,4,1978-07-01
김일경,97300,2003,현대,0.219,80,72,64,9,14,2,0,2,22,4,1,3,1,4,20,0,0.344,0.275,2,1978-07-01
김일경,97300,2004,현대,0.221,83,140,122,19,27,2,0,0,29,9,3,1,12,2,28,2,0.238,0.301,5,1978-07-01
김일경,97300,2005,현대,0.228,55,121,101,14,23,4,1,1,32,3,4,0,15,2,25,2,0.317,0.339,3,1978-07-01
김일경,97300,2007,현대,0.247,117,444,376,44,93,11,1,3,115,26,9,3,25,6,56,11,0.306,0.304,12,1978-07-01
김일경,97300,2008,우리,0.271,70,187,166,16,45,9,0,2,60,13,5,3,14,1,34,5,0.361,0.331,4,1978-07-01
김일경,97300,2009,히어로즈,0.257,107,309,265,44,68,14,1,2,90,20,30,12,27,3,60,5,0.340,0.331,5,1978-07-01
김일경,97300,2010,넥센,0.251,104,220,195,30,49,13,1,4,76,21,21,6,8,4,42,2,0.390,0.293,5,1978-07-01
김일경,97300,2011,넥센,0.255,41,48,47,11,12,0,0,0,12,0,9,7,1,0,13,1,0.255,0.271,2,1978-07-01
김일경,97300,2012,LG,0.220,44,94,82,10,18,2,0,1,23,12,4,1,9,0,18,2,0.280,0.297,2,1978-07-01
조승현,97335,1997,현대,0.222,14,20,18,0,4,1,0,0,5,2,0,0,0,2,6,2,0.000,0.000,0,1978-04-05
조승현,97335,2001,현대,0.278,12,19,18,3,5,0,0,1,8,1,0,0,1,0,4,0,0.444,0.316,0,1978-04-05
조승현,97335,2002,현대,0.163,31,50,43,3,7,1,0,2,14,7,0,0,2,1,18,1,0.326,0.217,1,1978-04-05
조승현,97335,2003,현대,0.158,8,19,19,1,3,0,0,1,6,1,1,0,0,0,5,0,0.316,0.158,0,1978-04-05
조승현,97335,2005,현대,0.200,5,6,5,0,1,0,0,0,1,0,0,0,1,0,1,1,0.200,0.333,0,1978-04-05
정수성,97350,1998,현대,0.000,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,1978-03-04
정수성,97350,2000,현대,0.250,12,16,16,1,4,0,0,0,4,1,2,1,0,0,6,0,0.000,0.000,0,1978-03-04
정수성,97350,2001,현대,0.267,33,16,15,7,4,0,0,1,7,1,7,1,1,0,3,0,0.467,0.313,0,1978-03-04
정수성,97350,2002,현대,0.154,50,16,13,6,2,0,0,0,2,0,6,2,1,1,4,0,0.154,0.267,0,1978-03-04
정수성,97350,2003,현대,0.375,26,10,8,3,3,0,0,0,3,0,2,0,1,0,2,0,0.375,0.444,1,1978-03-04
정수성,97350,2004,현대,0.125,88,35,32,17,4,0,0,0,4,1,13,0,2,1,5,0,0.125,0.200,1,1978-03-04
정수성,97350,2005,현대,0.273,118,429,366,53,100,14,5,0,124,19,29,5,21,20,76,9,0.339,0.344,5,1978-03-04
정수성,97350,2006,현대,0.221,71,90,77,17,17,0,0,0,17,4,7,6,6,3,15,1,0.221,0.299,0,1978-03-04
정수성,97350,2007,현대,0.257,23,37,35,3,9,1,0,0,10,0,1,2,0,2,5,0,0.286,0.297,0,1978-03-04
정수성,97350,2008,우리,0.252,76,139,127,27,32,6,2,1,45,14,16,6,7,0,32,2,0.354,0.287,0,1978-03-04
정수성,97350,2009,히어로즈,0.230,87,153,139,29,32,5,0,3,46,9,21,6,3,4,32,1,0.331,0.264,2,1978-03-04
정수성,97350,2010,넥센,0.238,8,24,21,3,5,0,0,0,5,0,1,0,1,0,8,0,0.238,0.273,0,1978-03-04
정수성,97350,2012,넥센,0.217,87,244,203,37,44,7,3,2,63,9,19,9,29,5,42,1,0.310,0.328,2,1978-03-04
정수성,97350,2013,넥센,0.111,37,20,18,8,2,1,0,0,3,0,3,2,1,0,7,0,0.167,0.158,0,1978-03-04
김종수,97383,1986,빙그레,0.263,74,228,190,18,50,5,0,0,55,12,2,2,29,2,26,2,0.000,0.000,12,1957-03-15
김종수,97383,1987,빙그레,0.212,43,78,66,7,14,0,0,0,14,5,2,1,8,1,7,2,0.000,0.000,5,1957-03-15
송재익,97404,1997,삼성,0.150,27,20,20,2,3,0,0,1,6,2,0,0,0,0,7,1,0.000,0.000,0,1974-03-27
송재익,97404,1998,삼성,-,3,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,-,0.000,0,1974-03-27
송재익,97404,1999,삼성,0.204,80,130,103,18,21,2,1,2,31,15,3,2,16,5,25,2,0.000,0.000,4,1974-03-27
송재익,97404,2001,SK,0.189,100,208,175,20,33,10,0,2,49,22,9,1,20,4,55,3,0.280,0.284,6,1974-03-27
송재익,97404,2002,SK,0.229,116,78,70,13,16,3,1,0,21,5,8,3,4,3,31,1,0.300,0.299,8,1974-03-27
송재익,97404,2003,SK,0.187,92,93,75,17,14,2,2,1,23,9,5,3,10,3,18,2,0.307,0.307,8,1974-03-27
송재익,97404,2004,SK,0.043,68,59,47,6,2,0,0,0,2,0,1,1,4,1,21,0,0.043,0.135,2,1974-03-27
황성관,97400,1997,삼성,0.246,98,210,187,28,46,8,2,0,58,10,6,5,10,4,27,0,0.000,0.000,0,1974-01-15
황성관,97400,1998,삼성,0.188,14,17,16,2,3,1,0,0,4,2,0,0,1,0,4,0,0.000,0.000,0,1974-01-15
황성관,97400,1999,삼성,0.317,90,191,164,27,52,6,0,0,58,15,12,3,17,4,25,1,0.000,0.000,3,1974-01-15
황성관,97400,2001,삼성,0.000,11,8,6,0,0,0,0,0,0,0,0,0,1,1,1,0,0.000,0.250,0,1974-01-15
장성국,97424,1997,삼성,0.125,7,8,8,0,1,1,0,0,2,0,0,0,0,0,3,0,0.000,0.000,1,1974-03-30
장성국,97424,1998,삼성,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1974-03-30
장성국,97424,2001,삼성,0.188,19,19,16,2,3,1,0,0,4,2,0,0,2,0,3,1,0.250,0.278,0,1974-03-30
장성국,97424,2002,삼성,0.000,9,8,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000,0.000,0,1974-03-30
황두성,97423,2003,현대,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1976-11-16
황두성,97423,2005,현대,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1976-11-16
황두성,97423,2006,현대,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1976-11-16
황두성,97423,2007,현대,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1976-11-16
황두성,97423,2008,우리,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1976-11-16
황두성,97423,2009,히어로즈,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1976-11-16
최승우,97442,1997,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1973-05-27
최승우,97442,1998,삼성,0.167,8,6,6,3,1,1,0,0,2,1,0,0,0,0,1,0,0.000,0.000,0,1973-05-27
정회선,97441,1999,삼성,0.500,5,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0.000,0.000,0,1974-05-26
이영주,97510,1997,롯데,0.143,8,10,7,1,1,0,0,0,1,1,0,0,3,0,1,0,0.000,0.000,0,1974-05-25
이영주,97510,1998,롯데,0.222,13,21,18,3,4,1,0,1,8,2,0,0,2,0,4,0,0.000,0.000,0,1974-05-25
이동욱,97515,1997,롯데,0.083,11,13,12,0,1,1,0,0,2,0,0,0,1,0,5,0,0.000,0.000,0,1974-07-17
이동욱,97515,1999,롯데,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,1,1974-07-17
이동욱,97515,2000,롯데,0.156,22,33,32,2,5,2,0,2,13,5,0,0,1,0,5,0,0.000,0.000,0,1974-07-17
이동욱,97515,2001,롯데,0.111,9,12,9,0,1,0,0,0,1,1,0,0,2,0,1,0,0.111,0.250,0,1974-07-17
이동욱,97515,2002,롯데,0.268,79,189,168,14,45,6,1,3,62,20,1,2,10,6,34,4,0.369,0.330,1,1974-07-17
이동욱,97515,2003,롯데,0.163,21,58,49,1,8,0,0,0,8,0,0,1,7,1,6,2,0.163,0.281,1,1974-07-17
조유신,97559,1997,롯데,0.209,45,81,67,9,14,2,0,0,16,2,0,0,8,0,18,1,0.000,0.000,4,1975-02-07
조유신,97559,1998,롯데,0.205,26,43,39,4,8,2,1,1,15,4,1,0,3,0,12,1,0.000,0.000,5,1975-02-07
조유신,97559,2000,롯데,0.000,3,5,5,0,0,0,0,0,0,0,0,0,0,0,2,2,0.000,0.000,1,1975-02-07
김영일,97537,1995,롯데,0.000,11,8,8,0,0,0,0,0,0,0,0,1,0,0,3,0,0.000,0.000,0,1971-03-14
김영일,97537,1996,롯데,0.333,41,72,66,7,22,3,0,0,25,3,1,1,3,1,3,3,0.000,0.000,1,1971-03-14
김영일,97537,1997,롯데,0.197,74,162,142,11,28,1,2,0,33,8,6,4,9,5,24,4,0.000,0.000,0,1971-03-14
김영일,97537,1998,롯데,0.167,30,88,78,12,13,5,0,0,18,8,2,1,5,2,13,1,0.000,0.000,0,1971-03-14
손민한,97571,2004,롯데,-,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1975-01-02
손민한,97571,2005,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1975-01-02
손민한,97571,2013,NC,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1975-01-02
손민한,97571,2014,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1975-01-02
손민한,97571,2015,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1975-01-02
이정훈,97541,2003,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-10-09
이정훈,97541,2004,롯데,0.000,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1977-10-09
이정훈,97541,2005,롯데,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-10-09
이정훈,97541,2006,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-10-09
이정훈,97541,2009,롯데,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-10-09
이정훈,97541,2010,롯데,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-10-09
이정훈,97541,2011,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-10-09
이정훈,97541,2012,넥센,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-10-09
이정훈,97541,2016,넥센,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-10-09
장석희,97613,1997,해태,0.115,19,27,26,1,3,1,0,0,4,0,0,0,0,1,9,0,0.000,0.000,2,1974-05-08
문동환,97575,2006,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1972-05-08
조남기,97623,1997,해태,0.242,24,37,33,4,8,1,0,0,9,2,0,0,3,1,6,1,0.000,0.000,1,1974-05-17
조남기,97623,1999,해태,0.500,1,4,4,1,2,1,0,0,3,3,0,0,0,0,0,0,0.000,0.000,1,1974-05-17
오철민,97621,2003,KIA,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1973-05-28
오철민,97621,2004,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1973-05-28
김창희,97644,1997,해태,0.263,102,350,315,41,83,20,1,9,132,43,2,2,27,5,50,7,0.000,0.000,0,1973-07-03
김창희,97644,1998,해태,0.267,124,500,439,49,117,23,1,12,178,64,5,2,46,7,71,13,0.000,0.000,8,1973-07-03
김창희,97644,1999,해태,0.261,117,412,341,55,89,12,0,10,131,39,5,5,57,7,58,6,0.000,0.000,2,1973-07-03
김창희,97644,2000,해태,0.236,97,307,250,36,59,8,1,5,84,37,3,3,48,5,67,7,0.000,0.000,5,1973-07-03
김창희,97644,2001,KIA,0.280,88,271,232,28,65,10,0,5,90,25,3,5,32,3,64,7,0.388,0.373,3,1973-07-03
김창희,97644,2002,KIA,0.216,114,350,310,28,67,12,0,5,94,35,4,0,27,4,79,15,0.303,0.283,7,1973-07-03
김창희,97644,2003,두산,0.274,121,328,288,36,79,12,2,3,104,36,5,3,27,2,36,14,0.361,0.338,2,1973-07-03
김창희,97644,2004,두산,0.276,110,344,301,37,83,17,1,4,114,31,2,3,28,9,53,13,0.379,0.355,1,1973-07-03
김창희,97644,2005,두산,0.271,84,270,221,26,60,9,0,3,78,35,4,2,35,5,41,3,0.353,0.379,1,1973-07-03
김창희,97644,2006,삼성,0.221,114,351,307,35,68,12,1,8,106,38,6,2,25,9,51,7,0.345,0.297,3,1973-07-03
김창희,97644,2007,삼성,0.247,100,284,251,20,62,14,2,3,89,22,2,4,17,5,34,6,0.355,0.305,3,1973-07-03
김창희,97644,2008,삼성,0.282,103,264,227,29,64,13,0,1,80,19,2,1,27,6,35,9,0.352,0.373,0,1973-07-03
김창희,97644,2009,삼성,0.238,71,144,126,7,30,5,0,0,35,14,1,2,13,3,18,4,0.278,0.322,1,1973-07-03
정인교,97678,1984,롯데  ,0.067,16,15,15,0,1,0,0,0,1,0,0,0,0,0,3,2,0.000,0.000,0,1957-12-23
정인교,97678,1985,롯데,0.083,13,13,12,1,1,1,0,0,2,0,0,0,0,1,3,1,0.000,0.000,0,1957-12-23
정인교,97678,1986,롯데,0.000,2,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0,1957-12-23
정인교,97678,1987,롯데,0.214,17,34,28,2,6,0,0,0,6,4,0,0,4,1,2,3,0.000,0.000,4,1957-12-23
노상진,97713,1997,한화,0.250,2,4,4,0,1,1,0,0,2,1,0,0,0,0,0,0,0.000,0.000,0,1974-04-26
강대호,97754,1997,한화,0.178,28,54,45,4,8,1,0,1,12,6,0,1,7,1,19,1,0.000,0.000,0,1974-08-15
강대호,97754,1998,롯데,0.200,12,16,15,1,3,0,0,0,3,1,0,0,0,1,6,0,0.000,0.000,0,1974-08-15
백재호,97709,1997,한화,0.243,110,402,338,42,82,12,1,16,144,55,2,3,41,6,66,5,0.000,0.000,9,1974-06-30
백재호,97709,1998,한화,0.257,124,452,393,41,101,23,1,13,165,45,3,7,39,8,65,7,0.000,0.000,13,1974-06-30
백재호,97709,1999,한화,0.248,132,475,428,43,106,24,2,7,155,46,4,1,32,4,52,11,0.000,0.000,11,1974-06-30
